"ID","location","ecotr_id","tree_id","pear_id","species","climate","quality_idx"
"BE_3_16_413","BE",3,16,413,"Doyenne","Scenario 3",47
"BE_3_16_414","BE",3,16,414,"Doyenne","Scenario 3",53
"BE_3_16_415","BE",3,16,415,"Doyenne","Scenario 3",27
"BE_3_16_416","BE",3,16,416,"Doyenne","Scenario 3",66
"BE_3_16_417","BE",3,16,417,"Doyenne","Scenario 3",38
"BE_3_16_418","BE",3,16,418,"Doyenne","Scenario 3",71
"BE_3_16_419","BE",3,16,419,"Doyenne","Scenario 3",100
"BE_3_16_420","BE",3,16,420,"Doyenne","Scenario 3",100
"BE_3_16_421","BE",3,16,421,"Doyenne","Scenario 3",86
"BE_3_16_422","BE",3,16,422,"Doyenne","Scenario 3",56
"BE_3_16_423","BE",3,16,423,"Doyenne","Scenario 3",78
"BE_3_16_424","BE",3,16,424,"Doyenne","Scenario 3",54
"BE_3_16_425","BE",3,16,425,"Doyenne","Scenario 3",37
"BE_3_16_426","BE",3,16,426,"Doyenne","Scenario 3",71
"BE_3_16_427","BE",3,16,427,"Doyenne","Scenario 3",44
"BE_3_16_428","BE",3,16,428,"Doyenne","Scenario 3",76
"BE_3_16_429","BE",3,16,429,"Doyenne","Scenario 3",65
"BE_3_16_430","BE",3,16,430,"Doyenne","Scenario 3",46
"BE_3_16_431","BE",3,16,431,"Doyenne","Scenario 3",55
"BE_3_16_432","BE",3,16,432,"Doyenne","Scenario 3",49
"BE_3_16_433","BE",3,16,433,"Doyenne","Scenario 3",59
"BE_3_16_434","BE",3,16,434,"Doyenne","Scenario 3",94
"BE_3_16_435","BE",3,16,435,"Doyenne","Scenario 3",75
"BE_3_16_436","BE",3,16,436,"Doyenne","Scenario 3",46
"BE_3_17_437","BE",3,17,437,"Conference","Scenario 3",96
"BE_3_17_438","BE",3,17,438,"Conference","Scenario 3",47
"BE_3_17_439","BE",3,17,439,"Conference","Scenario 3",50
"BE_3_17_440","BE",3,17,440,"Conference","Scenario 3",20
"BE_3_17_441","BE",3,17,441,"Conference","Scenario 3",40
"BE_3_17_442","BE",3,17,442,"Conference","Scenario 3",23
"BE_3_17_443","BE",3,17,443,"Conference","Scenario 3",28
"BE_3_17_444","BE",3,17,444,"Conference","Scenario 3",80
"BE_3_17_445","BE",3,17,445,"Conference","Scenario 3",46
"BE_3_17_446","BE",3,17,446,"Conference","Scenario 3",74
"BE_3_17_447","BE",3,17,447,"Conference","Scenario 3",91
"BE_3_17_448","BE",3,17,448,"Conference","Scenario 3",60
"BE_3_17_449","BE",3,17,449,"Conference","Scenario 3",20
"BE_3_17_450","BE",3,17,450,"Conference","Scenario 3",80
"BE_3_17_451","BE",3,17,451,"Conference","Scenario 3",61
"BE_3_17_452","BE",3,17,452,"Conference","Scenario 3",52
"BE_3_17_453","BE",3,17,453,"Conference","Scenario 3",69
"BE_3_17_454","BE",3,17,454,"Conference","Scenario 3",30
"BE_3_17_455","BE",3,17,455,"Conference","Scenario 3",48
"BE_3_17_456","BE",3,17,456,"Conference","Scenario 3",46
"BE_3_17_457","BE",3,17,457,"Conference","Scenario 3",93
"BE_3_17_458","BE",3,17,458,"Conference","Scenario 3",100
"BE_3_17_459","BE",3,17,459,"Conference","Scenario 3",88
"BE_3_17_460","BE",3,17,460,"Conference","Scenario 3",26
"BE_3_17_461","BE",3,17,461,"Conference","Scenario 3",71
"BE_3_18_462","BE",3,18,462,"Doyenne","Scenario 3",25
"BE_3_18_463","BE",3,18,463,"Doyenne","Scenario 3",73
"BE_3_18_464","BE",3,18,464,"Doyenne","Scenario 3",49
"BE_3_18_465","BE",3,18,465,"Doyenne","Scenario 3",43
"BE_3_18_466","BE",3,18,466,"Doyenne","Scenario 3",100
"BE_3_18_467","BE",3,18,467,"Doyenne","Scenario 3",61
"BE_3_18_468","BE",3,18,468,"Doyenne","Scenario 3",89
"BE_3_18_469","BE",3,18,469,"Doyenne","Scenario 3",71
"BE_3_18_470","BE",3,18,470,"Doyenne","Scenario 3",100
"BE_3_18_471","BE",3,18,471,"Doyenne","Scenario 3",68
"BE_3_18_472","BE",3,18,472,"Doyenne","Scenario 3",100
"BE_3_18_473","BE",3,18,473,"Doyenne","Scenario 3",53
"BE_3_18_474","BE",3,18,474,"Doyenne","Scenario 3",59
"BE_3_18_475","BE",3,18,475,"Doyenne","Scenario 3",2
"BE_3_18_476","BE",3,18,476,"Doyenne","Scenario 3",67
"BE_3_18_477","BE",3,18,477,"Doyenne","Scenario 3",71
"BE_3_18_478","BE",3,18,478,"Doyenne","Scenario 3",45
"BE_3_18_479","BE",3,18,479,"Doyenne","Scenario 3",54
"BE_4_19_480","BE",4,19,480,"Conference","Scenario 4",69
"BE_4_19_481","BE",4,19,481,"Conference","Scenario 4",2
"BE_4_19_482","BE",4,19,482,"Conference","Scenario 4",56
"BE_4_19_483","BE",4,19,483,"Conference","Scenario 4",61
"BE_4_19_484","BE",4,19,484,"Conference","Scenario 4",76
"BE_4_19_485","BE",4,19,485,"Conference","Scenario 4",62
"BE_4_19_486","BE",4,19,486,"Conference","Scenario 4",40
"BE_4_19_487","BE",4,19,487,"Conference","Scenario 4",65
"BE_4_19_488","BE",4,19,488,"Conference","Scenario 4",32
"BE_4_19_489","BE",4,19,489,"Conference","Scenario 4",100
"BE_4_19_490","BE",4,19,490,"Conference","Scenario 4",89
"BE_4_19_491","BE",4,19,491,"Conference","Scenario 4",50
"BE_4_19_492","BE",4,19,492,"Conference","Scenario 4",38
"BE_4_19_493","BE",4,19,493,"Conference","Scenario 4",80
"BE_4_19_494","BE",4,19,494,"Conference","Scenario 4",72
"BE_4_19_495","BE",4,19,495,"Conference","Scenario 4",45
"BE_4_19_496","BE",4,19,496,"Conference","Scenario 4",84
"BE_4_19_497","BE",4,19,497,"Conference","Scenario 4",14
"BE_4_19_498","BE",4,19,498,"Conference","Scenario 4",46
"BE_4_20_499","BE",4,20,499,"Doyenne","Scenario 4",17
"BE_4_20_500","BE",4,20,500,"Doyenne","Scenario 4",7
"BE_4_20_501","BE",4,20,501,"Doyenne","Scenario 4",63
"BE_4_20_502","BE",4,20,502,"Doyenne","Scenario 4",31
"BE_4_20_503","BE",4,20,503,"Doyenne","Scenario 4",64
"BE_4_20_504","BE",4,20,504,"Doyenne","Scenario 4",81
"BE_4_20_505","BE",4,20,505,"Doyenne","Scenario 4",11
"BE_4_20_506","BE",4,20,506,"Doyenne","Scenario 4",29
"BE_4_20_507","BE",4,20,507,"Doyenne","Scenario 4",13
"BE_4_20_508","BE",4,20,508,"Doyenne","Scenario 4",52
"BE_4_20_509","BE",4,20,509,"Doyenne","Scenario 4",89
"BE_4_21_510","BE",4,21,510,"Conference","Scenario 4",67
"BE_4_21_511","BE",4,21,511,"Conference","Scenario 4",66
"BE_4_21_512","BE",4,21,512,"Conference","Scenario 4",46
"BE_4_21_513","BE",4,21,513,"Conference","Scenario 4",53
"BE_4_21_514","BE",4,21,514,"Conference","Scenario 4",66
"BE_4_21_515","BE",4,21,515,"Conference","Scenario 4",63
"BE_4_21_516","BE",4,21,516,"Conference","Scenario 4",69
"BE_4_21_517","BE",4,21,517,"Conference","Scenario 4",54
"BE_4_21_518","BE",4,21,518,"Conference","Scenario 4",59
"BE_4_21_519","BE",4,21,519,"Conference","Scenario 4",100
"BE_4_21_520","BE",4,21,520,"Conference","Scenario 4",82
"BE_4_21_521","BE",4,21,521,"Conference","Scenario 4",41
"BE_4_21_522","BE",4,21,522,"Conference","Scenario 4",56
"BE_4_21_523","BE",4,21,523,"Conference","Scenario 4",99
"BE_4_21_524","BE",4,21,524,"Conference","Scenario 4",56
"BE_4_21_525","BE",4,21,525,"Conference","Scenario 4",45
"BE_4_21_526","BE",4,21,526,"Conference","Scenario 4",100
"BE_4_21_527","BE",4,21,527,"Conference","Scenario 4",26
"BE_4_21_528","BE",4,21,528,"Conference","Scenario 4",12
"BE_4_21_529","BE",4,21,529,"Conference","Scenario 4",66
"BE_4_21_530","BE",4,21,530,"Conference","Scenario 4",35
"BE_4_21_531","BE",4,21,531,"Conference","Scenario 4",54
"BE_4_21_532","BE",4,21,532,"Conference","Scenario 4",58
"BE_4_21_533","BE",4,21,533,"Conference","Scenario 4",66
"BE_4_21_534","BE",4,21,534,"Conference","Scenario 4",60
"BE_4_21_535","BE",4,21,535,"Conference","Scenario 4",84
"BE_4_22_536","BE",4,22,536,"Doyenne","Scenario 4",44
"BE_4_22_537","BE",4,22,537,"Doyenne","Scenario 4",5
"BE_4_22_538","BE",4,22,538,"Doyenne","Scenario 4",25
"BE_4_22_539","BE",4,22,539,"Doyenne","Scenario 4",62
"BE_4_22_540","BE",4,22,540,"Doyenne","Scenario 4",10
"BE_4_22_541","BE",4,22,541,"Doyenne","Scenario 4",59
"BE_4_22_542","BE",4,22,542,"Doyenne","Scenario 4",10
"BE_4_22_543","BE",4,22,543,"Doyenne","Scenario 4",60
"BE_4_22_544","BE",4,22,544,"Doyenne","Scenario 4",43
"BE_4_22_545","BE",4,22,545,"Doyenne","Scenario 4",0
"BE_4_22_546","BE",4,22,546,"Doyenne","Scenario 4",37
"BE_4_22_547","BE",4,22,547,"Doyenne","Scenario 4",66
"BE_4_22_548","BE",4,22,548,"Doyenne","Scenario 4",62
"BE_4_22_549","BE",4,22,549,"Doyenne","Scenario 4",7
"BE_4_22_550","BE",4,22,550,"Doyenne","Scenario 4",72
"BE_4_22_551","BE",4,22,551,"Doyenne","Scenario 4",31
"BE_4_22_552","BE",4,22,552,"Doyenne","Scenario 4",58
"BE_4_22_553","BE",4,22,553,"Doyenne","Scenario 4",49
"BE_4_22_554","BE",4,22,554,"Doyenne","Scenario 4",100
"BE_4_22_555","BE",4,22,555,"Doyenne","Scenario 4",61
"BE_4_22_556","BE",4,22,556,"Doyenne","Scenario 4",45
"BE_4_22_557","BE",4,22,557,"Doyenne","Scenario 4",68
"BE_4_23_558","BE",4,23,558,"Conference","Scenario 4",57
"BE_4_23_559","BE",4,23,559,"Conference","Scenario 4",36
"BE_4_23_560","BE",4,23,560,"Conference","Scenario 4",29
"BE_4_23_561","BE",4,23,561,"Conference","Scenario 4",31
"BE_4_23_562","BE",4,23,562,"Conference","Scenario 4",54
"BE_4_23_563","BE",4,23,563,"Conference","Scenario 4",55
"BE_4_23_564","BE",4,23,564,"Conference","Scenario 4",59
"BE_4_23_565","BE",4,23,565,"Conference","Scenario 4",81
"BE_4_23_566","BE",4,23,566,"Conference","Scenario 4",88
"BE_4_23_567","BE",4,23,567,"Conference","Scenario 4",51
"BE_4_23_568","BE",4,23,568,"Conference","Scenario 4",15
"BE_4_23_569","BE",4,23,569,"Conference","Scenario 4",84
"BE_4_23_570","BE",4,23,570,"Conference","Scenario 4",80
"BE_4_23_571","BE",4,23,571,"Conference","Scenario 4",72
"BE_4_23_572","BE",4,23,572,"Conference","Scenario 4",83
"BE_4_23_573","BE",4,23,573,"Conference","Scenario 4",31
"BE_4_23_574","BE",4,23,574,"Conference","Scenario 4",61
"BE_4_23_575","BE",4,23,575,"Conference","Scenario 4",87
"BE_4_23_576","BE",4,23,576,"Conference","Scenario 4",56
"BE_4_23_577","BE",4,23,577,"Conference","Scenario 4",89
"BE_4_23_578","BE",4,23,578,"Conference","Scenario 4",84
"BE_4_23_579","BE",4,23,579,"Conference","Scenario 4",61
"BE_4_23_580","BE",4,23,580,"Conference","Scenario 4",56
"BE_4_23_581","BE",4,23,581,"Conference","Scenario 4",36
"BE_4_23_582","BE",4,23,582,"Conference","Scenario 4",10
"BE_4_24_583","BE",4,24,583,"Doyenne","Scenario 4",24
"BE_4_24_584","BE",4,24,584,"Doyenne","Scenario 4",51
"BE_4_24_585","BE",4,24,585,"Doyenne","Scenario 4",40
"BE_4_24_586","BE",4,24,586,"Doyenne","Scenario 4",70
"BE_4_24_587","BE",4,24,587,"Doyenne","Scenario 4",29
"BE_4_24_588","BE",4,24,588,"Doyenne","Scenario 4",20
"BE_4_24_589","BE",4,24,589,"Doyenne","Scenario 4",79
"BE_4_24_590","BE",4,24,590,"Doyenne","Scenario 4",49
"BE_4_24_591","BE",4,24,591,"Doyenne","Scenario 4",38
"BE_4_24_592","BE",4,24,592,"Doyenne","Scenario 4",73
"BE_4_24_593","BE",4,24,593,"Doyenne","Scenario 4",25
"BE_4_24_594","BE",4,24,594,"Doyenne","Scenario 4",42
"BE_4_24_595","BE",4,24,595,"Doyenne","Scenario 4",72
"BE_4_24_596","BE",4,24,596,"Doyenne","Scenario 4",52
"BE_4_24_597","BE",4,24,597,"Doyenne","Scenario 4",39
"BE_4_24_598","BE",4,24,598,"Doyenne","Scenario 4",73
"BE_4_24_599","BE",4,24,599,"Doyenne","Scenario 4",56
"BE_4_24_600","BE",4,24,600,"Doyenne","Scenario 4",36
"BE_4_24_601","BE",4,24,601,"Doyenne","Scenario 4",53
"BE_4_24_602","BE",4,24,602,"Doyenne","Scenario 4",57
"BE_4_24_603","BE",4,24,603,"Doyenne","Scenario 4",75
"BE_5_25_604","BE",5,25,604,"Conference","Scenario 1",57
"BE_5_25_605","BE",5,25,605,"Conference","Scenario 1",76
"BE_5_25_606","BE",5,25,606,"Conference","Scenario 1",68
"BE_5_25_607","BE",5,25,607,"Conference","Scenario 1",50
"BE_5_25_608","BE",5,25,608,"Conference","Scenario 1",74
"BE_5_25_609","BE",5,25,609,"Conference","Scenario 1",73
"BE_5_25_610","BE",5,25,610,"Conference","Scenario 1",22
"BE_5_25_611","BE",5,25,611,"Conference","Scenario 1",16
"BE_5_25_612","BE",5,25,612,"Conference","Scenario 1",81
"BE_5_25_613","BE",5,25,613,"Conference","Scenario 1",50
"BE_5_26_614","BE",5,26,614,"Doyenne","Scenario 1",78
"BE_5_26_615","BE",5,26,615,"Doyenne","Scenario 1",31
"BE_5_26_616","BE",5,26,616,"Doyenne","Scenario 1",72
"BE_5_26_617","BE",5,26,617,"Doyenne","Scenario 1",73
"BE_5_26_618","BE",5,26,618,"Doyenne","Scenario 1",50
"BE_5_26_619","BE",5,26,619,"Doyenne","Scenario 1",68
"BE_5_26_620","BE",5,26,620,"Doyenne","Scenario 1",47
"BE_5_26_621","BE",5,26,621,"Doyenne","Scenario 1",56
"BE_5_26_622","BE",5,26,622,"Doyenne","Scenario 1",60
"BE_5_26_623","BE",5,26,623,"Doyenne","Scenario 1",63
"BE_5_26_624","BE",5,26,624,"Doyenne","Scenario 1",41
"BE_5_26_625","BE",5,26,625,"Doyenne","Scenario 1",35
"BE_5_26_626","BE",5,26,626,"Doyenne","Scenario 1",25
"BE_5_26_627","BE",5,26,627,"Doyenne","Scenario 1",31
"BE_5_26_628","BE",5,26,628,"Doyenne","Scenario 1",59
"BE_5_26_629","BE",5,26,629,"Doyenne","Scenario 1",86
"BE_5_27_630","BE",5,27,630,"Conference","Scenario 1",67
"BE_5_27_631","BE",5,27,631,"Conference","Scenario 1",74
"BE_5_27_632","BE",5,27,632,"Conference","Scenario 1",94
"BE_5_27_633","BE",5,27,633,"Conference","Scenario 1",97
"BE_5_27_634","BE",5,27,634,"Conference","Scenario 1",96
"BE_5_27_635","BE",5,27,635,"Conference","Scenario 1",10
"BE_5_27_636","BE",5,27,636,"Conference","Scenario 1",76
"BE_5_27_637","BE",5,27,637,"Conference","Scenario 1",88
"BE_5_27_638","BE",5,27,638,"Conference","Scenario 1",48
"BE_5_27_639","BE",5,27,639,"Conference","Scenario 1",46
"BE_5_27_640","BE",5,27,640,"Conference","Scenario 1",68
"BE_5_27_641","BE",5,27,641,"Conference","Scenario 1",76
"BE_5_27_642","BE",5,27,642,"Conference","Scenario 1",19
"BE_5_27_643","BE",5,27,643,"Conference","Scenario 1",84
"BE_5_27_644","BE",5,27,644,"Conference","Scenario 1",71
"BE_5_27_645","BE",5,27,645,"Conference","Scenario 1",47
"BE_5_27_646","BE",5,27,646,"Conference","Scenario 1",56
"BE_5_27_647","BE",5,27,647,"Conference","Scenario 1",77
"BE_5_27_648","BE",5,27,648,"Conference","Scenario 1",63
"BE_5_27_649","BE",5,27,649,"Conference","Scenario 1",74
"BE_5_27_650","BE",5,27,650,"Conference","Scenario 1",77
"BE_5_27_651","BE",5,27,651,"Conference","Scenario 1",62
"BE_5_27_652","BE",5,27,652,"Conference","Scenario 1",48
"BE_5_28_653","BE",5,28,653,"Doyenne","Scenario 1",71
"BE_5_28_654","BE",5,28,654,"Doyenne","Scenario 1",55
"BE_5_28_655","BE",5,28,655,"Doyenne","Scenario 1",18
"BE_5_28_656","BE",5,28,656,"Doyenne","Scenario 1",60
"BE_5_28_657","BE",5,28,657,"Doyenne","Scenario 1",97
"BE_5_28_658","BE",5,28,658,"Doyenne","Scenario 1",53
"BE_5_28_659","BE",5,28,659,"Doyenne","Scenario 1",26
"BE_5_28_660","BE",5,28,660,"Doyenne","Scenario 1",27
"BE_5_28_661","BE",5,28,661,"Doyenne","Scenario 1",27
"BE_5_28_662","BE",5,28,662,"Doyenne","Scenario 1",39
"BE_5_28_663","BE",5,28,663,"Doyenne","Scenario 1",80
"BE_5_28_664","BE",5,28,664,"Doyenne","Scenario 1",70
"BE_5_28_665","BE",5,28,665,"Doyenne","Scenario 1",30
"BE_5_28_666","BE",5,28,666,"Doyenne","Scenario 1",72
"BE_5_28_667","BE",5,28,667,"Doyenne","Scenario 1",13
"BE_5_28_668","BE",5,28,668,"Doyenne","Scenario 1",79
"BE_5_28_669","BE",5,28,669,"Doyenne","Scenario 1",58
"BE_5_28_670","BE",5,28,670,"Doyenne","Scenario 1",0
"BE_5_28_671","BE",5,28,671,"Doyenne","Scenario 1",0
"BE_5_28_672","BE",5,28,672,"Doyenne","Scenario 1",100
"BE_5_29_673","BE",5,29,673,"Conference","Scenario 1",16
"BE_5_29_674","BE",5,29,674,"Conference","Scenario 1",81
"BE_5_29_675","BE",5,29,675,"Conference","Scenario 1",50
"BE_5_29_676","BE",5,29,676,"Conference","Scenario 1",48
"BE_5_29_677","BE",5,29,677,"Conference","Scenario 1",38
"BE_5_29_678","BE",5,29,678,"Conference","Scenario 1",57
"BE_5_29_679","BE",5,29,679,"Conference","Scenario 1",2
"BE_5_29_680","BE",5,29,680,"Conference","Scenario 1",10
"BE_5_29_681","BE",5,29,681,"Conference","Scenario 1",3
"BE_5_29_682","BE",5,29,682,"Conference","Scenario 1",69
"BE_5_29_683","BE",5,29,683,"Conference","Scenario 1",93
"BE_5_29_684","BE",5,29,684,"Conference","Scenario 1",77
"BE_5_29_685","BE",5,29,685,"Conference","Scenario 1",27
"BE_5_29_686","BE",5,29,686,"Conference","Scenario 1",53
"BE_5_29_687","BE",5,29,687,"Conference","Scenario 1",62
"BE_5_30_688","BE",5,30,688,"Doyenne","Scenario 1",65
"BE_5_30_689","BE",5,30,689,"Doyenne","Scenario 1",28
"BE_5_30_690","BE",5,30,690,"Doyenne","Scenario 1",73
"BE_5_30_691","BE",5,30,691,"Doyenne","Scenario 1",82
"BE_5_30_692","BE",5,30,692,"Doyenne","Scenario 1",21
"BE_5_30_693","BE",5,30,693,"Doyenne","Scenario 1",5
"BE_5_30_694","BE",5,30,694,"Doyenne","Scenario 1",88
"BE_5_30_695","BE",5,30,695,"Doyenne","Scenario 1",73
"BE_5_30_696","BE",5,30,696,"Doyenne","Scenario 1",42
"BE_5_30_697","BE",5,30,697,"Doyenne","Scenario 1",38
"BE_5_30_698","BE",5,30,698,"Doyenne","Scenario 1",79
"BE_5_30_699","BE",5,30,699,"Doyenne","Scenario 1",56
"BE_5_30_700","BE",5,30,700,"Doyenne","Scenario 1",74
"BE_5_30_701","BE",5,30,701,"Doyenne","Scenario 1",0
"BE_5_30_702","BE",5,30,702,"Doyenne","Scenario 1",44
"BE_5_30_703","BE",5,30,703,"Doyenne","Scenario 1",66
"BE_5_30_704","BE",5,30,704,"Doyenne","Scenario 1",70
"BE_6_31_705","BE",6,31,705,"Conference","Scenario 2",58
"BE_6_31_706","BE",6,31,706,"Conference","Scenario 2",85
"BE_6_31_707","BE",6,31,707,"Conference","Scenario 2",44
"BE_6_31_708","BE",6,31,708,"Conference","Scenario 2",80
"BE_6_31_709","BE",6,31,709,"Conference","Scenario 2",67
"BE_6_31_710","BE",6,31,710,"Conference","Scenario 2",23
"BE_6_31_711","BE",6,31,711,"Conference","Scenario 2",100
"BE_6_31_712","BE",6,31,712,"Conference","Scenario 2",72
"BE_6_31_713","BE",6,31,713,"Conference","Scenario 2",68
"BE_6_31_714","BE",6,31,714,"Conference","Scenario 2",59
"BE_6_31_715","BE",6,31,715,"Conference","Scenario 2",50
"BE_6_31_716","BE",6,31,716,"Conference","Scenario 2",43
"BE_6_31_717","BE",6,31,717,"Conference","Scenario 2",84
"BE_6_31_718","BE",6,31,718,"Conference","Scenario 2",55
"BE_6_31_719","BE",6,31,719,"Conference","Scenario 2",27
"BE_6_31_720","BE",6,31,720,"Conference","Scenario 2",74
"BE_6_31_721","BE",6,31,721,"Conference","Scenario 2",62
"BE_6_31_722","BE",6,31,722,"Conference","Scenario 2",80
"BE_6_31_723","BE",6,31,723,"Conference","Scenario 2",67
"BE_6_31_724","BE",6,31,724,"Conference","Scenario 2",81
"BE_6_31_725","BE",6,31,725,"Conference","Scenario 2",70
"BE_6_31_726","BE",6,31,726,"Conference","Scenario 2",38
"BE_6_31_727","BE",6,31,727,"Conference","Scenario 2",42
"BE_6_31_728","BE",6,31,728,"Conference","Scenario 2",39
"BE_6_31_729","BE",6,31,729,"Conference","Scenario 2",49
"BE_6_31_730","BE",6,31,730,"Conference","Scenario 2",30
"BE_6_31_731","BE",6,31,731,"Conference","Scenario 2",63
"BE_6_31_732","BE",6,31,732,"Conference","Scenario 2",92
"BE_6_31_733","BE",6,31,733,"Conference","Scenario 2",54
"BE_6_31_734","BE",6,31,734,"Conference","Scenario 2",55
"BE_6_31_735","BE",6,31,735,"Conference","Scenario 2",68
"BE_6_31_736","BE",6,31,736,"Conference","Scenario 2",98
"BE_6_31_737","BE",6,31,737,"Conference","Scenario 2",80
"BE_6_31_738","BE",6,31,738,"Conference","Scenario 2",31
"BE_6_31_739","BE",6,31,739,"Conference","Scenario 2",83
"BE_6_31_740","BE",6,31,740,"Conference","Scenario 2",72
"BE_6_31_741","BE",6,31,741,"Conference","Scenario 2",71
"BE_6_31_742","BE",6,31,742,"Conference","Scenario 2",32
"BE_6_31_743","BE",6,31,743,"Conference","Scenario 2",78
"BE_6_31_744","BE",6,31,744,"Conference","Scenario 2",97
"BE_6_32_745","BE",6,32,745,"Doyenne","Scenario 2",42
"BE_6_32_746","BE",6,32,746,"Doyenne","Scenario 2",80
"BE_6_32_747","BE",6,32,747,"Doyenne","Scenario 2",76
"BE_6_32_748","BE",6,32,748,"Doyenne","Scenario 2",65
"BE_6_32_749","BE",6,32,749,"Doyenne","Scenario 2",54
"BE_6_32_750","BE",6,32,750,"Doyenne","Scenario 2",69
"BE_6_32_751","BE",6,32,751,"Doyenne","Scenario 2",48
"BE_6_32_752","BE",6,32,752,"Doyenne","Scenario 2",83
"BE_6_32_753","BE",6,32,753,"Doyenne","Scenario 2",21
"BE_6_32_754","BE",6,32,754,"Doyenne","Scenario 2",100
"BE_6_32_755","BE",6,32,755,"Doyenne","Scenario 2",81
"BE_6_32_756","BE",6,32,756,"Doyenne","Scenario 2",75
"BE_6_32_757","BE",6,32,757,"Doyenne","Scenario 2",77
"BE_6_32_758","BE",6,32,758,"Doyenne","Scenario 2",57
"BE_6_32_759","BE",6,32,759,"Doyenne","Scenario 2",100
"BE_6_32_760","BE",6,32,760,"Doyenne","Scenario 2",73
"BE_6_32_761","BE",6,32,761,"Doyenne","Scenario 2",81
"BE_6_32_762","BE",6,32,762,"Doyenne","Scenario 2",70
"BE_6_32_763","BE",6,32,763,"Doyenne","Scenario 2",34
"BE_6_32_764","BE",6,32,764,"Doyenne","Scenario 2",45
"BE_6_32_765","BE",6,32,765,"Doyenne","Scenario 2",53
"BE_6_32_766","BE",6,32,766,"Doyenne","Scenario 2",44
"BE_6_32_767","BE",6,32,767,"Doyenne","Scenario 2",40
"BE_6_32_768","BE",6,32,768,"Doyenne","Scenario 2",51
"BE_6_32_769","BE",6,32,769,"Doyenne","Scenario 2",76
"BE_6_32_770","BE",6,32,770,"Doyenne","Scenario 2",14
"BE_6_32_771","BE",6,32,771,"Doyenne","Scenario 2",73
"BE_6_32_772","BE",6,32,772,"Doyenne","Scenario 2",17
"BE_6_32_773","BE",6,32,773,"Doyenne","Scenario 2",34
"BE_6_33_774","BE",6,33,774,"Conference","Scenario 2",26
"BE_6_33_775","BE",6,33,775,"Conference","Scenario 2",86
"BE_6_33_776","BE",6,33,776,"Conference","Scenario 2",70
"BE_6_33_777","BE",6,33,777,"Conference","Scenario 2",37
"BE_6_33_778","BE",6,33,778,"Conference","Scenario 2",47
"BE_6_33_779","BE",6,33,779,"Conference","Scenario 2",51
"BE_6_33_780","BE",6,33,780,"Conference","Scenario 2",81
"BE_6_33_781","BE",6,33,781,"Conference","Scenario 2",59
"BE_6_33_782","BE",6,33,782,"Conference","Scenario 2",39
"BE_6_33_783","BE",6,33,783,"Conference","Scenario 2",51
"BE_6_33_784","BE",6,33,784,"Conference","Scenario 2",100
"BE_6_33_785","BE",6,33,785,"Conference","Scenario 2",68
"BE_6_33_786","BE",6,33,786,"Conference","Scenario 2",52
"BE_6_33_787","BE",6,33,787,"Conference","Scenario 2",72
"BE_6_33_788","BE",6,33,788,"Conference","Scenario 2",48
"BE_6_33_789","BE",6,33,789,"Conference","Scenario 2",91
"BE_6_33_790","BE",6,33,790,"Conference","Scenario 2",79
"BE_6_33_791","BE",6,33,791,"Conference","Scenario 2",70
"BE_6_33_792","BE",6,33,792,"Conference","Scenario 2",100
"BE_6_33_793","BE",6,33,793,"Conference","Scenario 2",51
"BE_6_33_794","BE",6,33,794,"Conference","Scenario 2",61
"BE_6_33_795","BE",6,33,795,"Conference","Scenario 2",18
"BE_6_33_796","BE",6,33,796,"Conference","Scenario 2",48
"BE_6_33_797","BE",6,33,797,"Conference","Scenario 2",85
"BE_6_33_798","BE",6,33,798,"Conference","Scenario 2",93
"BE_6_33_799","BE",6,33,799,"Conference","Scenario 2",37
"BE_6_33_800","BE",6,33,800,"Conference","Scenario 2",63
"BE_6_33_801","BE",6,33,801,"Conference","Scenario 2",33
"BE_6_33_802","BE",6,33,802,"Conference","Scenario 2",60
"BE_6_33_803","BE",6,33,803,"Conference","Scenario 2",83
"BE_6_33_804","BE",6,33,804,"Conference","Scenario 2",27
"BE_6_33_805","BE",6,33,805,"Conference","Scenario 2",71
"BE_6_33_806","BE",6,33,806,"Conference","Scenario 2",65
"BE_6_33_807","BE",6,33,807,"Conference","Scenario 2",75
"BE_6_33_808","BE",6,33,808,"Conference","Scenario 2",54
"BE_6_33_809","BE",6,33,809,"Conference","Scenario 2",58
"BE_6_33_810","BE",6,33,810,"Conference","Scenario 2",41
"BE_6_34_811","BE",6,34,811,"Doyenne","Scenario 2",70
"BE_6_34_812","BE",6,34,812,"Doyenne","Scenario 2",56
"BE_6_34_813","BE",6,34,813,"Doyenne","Scenario 2",47
"BE_6_34_814","BE",6,34,814,"Doyenne","Scenario 2",81
"BE_6_34_815","BE",6,34,815,"Doyenne","Scenario 2",65
"BE_6_34_816","BE",6,34,816,"Doyenne","Scenario 2",59
"BE_6_34_817","BE",6,34,817,"Doyenne","Scenario 2",73
"BE_6_34_818","BE",6,34,818,"Doyenne","Scenario 2",49
"BE_6_34_819","BE",6,34,819,"Doyenne","Scenario 2",66
"BE_6_34_820","BE",6,34,820,"Doyenne","Scenario 2",100
"BE_6_34_821","BE",6,34,821,"Doyenne","Scenario 2",46
"BE_6_34_822","BE",6,34,822,"Doyenne","Scenario 2",54
"BE_6_34_823","BE",6,34,823,"Doyenne","Scenario 2",73
