"pear_id","tree_id","ecotr_id","species","climate","time","quality"
161,7,4,"Conference","Scenario 4",9,5.10895829783888
162,7,4,"Conference","Scenario 4",9,5.63542959398542
163,7,4,"Conference","Scenario 4",9,4.90721689414969
164,7,4,"Conference","Scenario 4",9,4.82107295445799
165,7,4,"Conference","Scenario 4",9,5.39180156127626
166,7,4,"Conference","Scenario 4",9,4.59580596190381
167,7,4,"Conference","Scenario 4",9,5.06251162702145
168,7,4,"Conference","Scenario 4",9,4.74942092841992
169,7,4,"Conference","Scenario 4",9,5.2481275859879
170,7,4,"Conference","Scenario 4",9,5.51690768020091
171,8,4,"Doyenne","Scenario 4",9,4.69099978569673
172,8,4,"Doyenne","Scenario 4",9,4.06981574895491
173,8,4,"Doyenne","Scenario 4",9,4.43410932801969
174,8,4,"Doyenne","Scenario 4",9,4.42510533859399
175,8,4,"Doyenne","Scenario 4",9,4.55701751375606
176,8,4,"Doyenne","Scenario 4",9,3.83107053617061
177,8,4,"Doyenne","Scenario 4",9,4.22594321243008
178,8,4,"Doyenne","Scenario 4",9,4.36495967027831
179,8,4,"Doyenne","Scenario 4",9,4.25835452004535
180,8,4,"Doyenne","Scenario 4",9,4.25348086367558
181,8,4,"Doyenne","Scenario 4",9,4.63703775993704
182,8,4,"Doyenne","Scenario 4",9,4.60516007111732
183,8,4,"Doyenne","Scenario 4",9,4.60330196218822
184,8,4,"Doyenne","Scenario 4",9,4.57401191861633
185,8,4,"Doyenne","Scenario 4",9,4.0242345632949
186,8,4,"Doyenne","Scenario 4",9,4.21397109148803
187,8,4,"Doyenne","Scenario 4",9,4.62617654028167
188,8,4,"Doyenne","Scenario 4",9,4.20233869010901
189,8,4,"Doyenne","Scenario 4",9,3.79033645958811
190,8,4,"Doyenne","Scenario 4",9,4.36175136686318
191,8,4,"Doyenne","Scenario 4",9,4.04193515528016
192,8,4,"Doyenne","Scenario 4",9,4.12747934188029
1,1,1,"Conference","Scenario 1",10,5.88903295651961
2,1,1,"Conference","Scenario 1",10,5.98984747795029
3,1,1,"Conference","Scenario 1",10,5.25150394590409
4,1,1,"Conference","Scenario 1",10,5.61371611970377
5,1,1,"Conference","Scenario 1",10,5.47719098433502
6,1,1,"Conference","Scenario 1",10,5.65418322607844
7,1,1,"Conference","Scenario 1",10,5.18280219333739
8,1,1,"Conference","Scenario 1",10,NA
9,1,1,"Conference","Scenario 1",10,5.43191150484287
10,1,1,"Conference","Scenario 1",10,5.80988627381035
11,1,1,"Conference","Scenario 1",10,5.42665094105053
12,1,1,"Conference","Scenario 1",10,6.24820869492902
13,1,1,"Conference","Scenario 1",10,5.94531193089029
14,1,1,"Conference","Scenario 1",10,5.39627748653632
15,1,1,"Conference","Scenario 1",10,5.83021518749831
16,1,1,"Conference","Scenario 1",10,5.515718507105
17,1,1,"Conference","Scenario 1",10,5.77501305925681
18,1,1,"Conference","Scenario 1",10,5.50073971713289
19,1,1,"Conference","Scenario 1",10,5.61786252042039
20,1,1,"Conference","Scenario 1",10,5.24869677359507
21,1,1,"Conference","Scenario 1",10,5.58183580906965
22,1,1,"Conference","Scenario 1",10,5.68592159650477
23,1,1,"Conference","Scenario 1",10,5.47835953331614
24,1,1,"Conference","Scenario 1",10,5.72081013308197
25,2,1,"Doyenne","Scenario 1",10,4.55381729608025
26,2,1,"Doyenne","Scenario 1",10,4.61359575130053
27,2,1,"Doyenne","Scenario 1",10,4.883853979153
28,2,1,"Doyenne","Scenario 1",10,4.18713993054353
29,2,1,"Doyenne","Scenario 1",10,4.70033845615709
30,2,1,"Doyenne","Scenario 1",10,4.32710089307285
31,2,1,"Doyenne","Scenario 1",10,4.33068825586726
32,2,1,"Doyenne","Scenario 1",10,4.48011862221893
33,2,1,"Doyenne","Scenario 1",10,4.91717644973094
34,2,1,"Doyenne","Scenario 1",10,4.0826846770689
35,2,1,"Doyenne","Scenario 1",10,4.11044468599629
36,2,1,"Doyenne","Scenario 1",10,4.72422023647399
37,2,1,"Doyenne","Scenario 1",10,4.50340704516929
38,2,1,"Doyenne","Scenario 1",10,4.21053778689652
39,2,1,"Doyenne","Scenario 1",10,4.48752514275088
40,2,1,"Doyenne","Scenario 1",10,4.9241557105888
41,2,1,"Doyenne","Scenario 1",10,4.54368928535649
42,2,1,"Doyenne","Scenario 1",10,5.26150469746724
43,2,1,"Doyenne","Scenario 1",10,4.86593467527443
44,2,1,"Doyenne","Scenario 1",10,4.61722479892385
45,2,1,"Doyenne","Scenario 1",10,4.50837253239131
46,2,1,"Doyenne","Scenario 1",10,4.62832323808089
47,2,1,"Doyenne","Scenario 1",10,4.10812649739041
48,2,1,"Doyenne","Scenario 1",10,4.48842840120323
49,2,1,"Doyenne","Scenario 1",10,4.90293843488724
50,3,2,"Conference","Scenario 2",10,5.22136060943613
51,3,2,"Conference","Scenario 2",10,6.38594312401652
52,3,2,"Conference","Scenario 2",10,5.69717728721846
53,3,2,"Conference","Scenario 2",10,6.17453990209068
54,3,2,"Conference","Scenario 2",10,5.63782603736606
55,3,2,"Conference","Scenario 2",10,6.05467106848681
56,3,2,"Conference","Scenario 2",10,5.84620847584625
57,3,2,"Conference","Scenario 2",10,5.87127084003981
58,3,2,"Conference","Scenario 2",10,6.11573578053026
59,3,2,"Conference","Scenario 2",10,5.7805624922332
60,3,2,"Conference","Scenario 2",10,6.25290737524834
61,3,2,"Conference","Scenario 2",10,6.74584120125573
62,3,2,"Conference","Scenario 2",10,5.56792891070882
63,3,2,"Conference","Scenario 2",10,5.68013575617008
64,3,2,"Conference","Scenario 2",10,6.47646355833015
65,3,2,"Conference","Scenario 2",10,6.01863706297168
66,3,2,"Conference","Scenario 2",10,6.00336081550054
67,3,2,"Conference","Scenario 2",10,5.68079998309073
68,3,2,"Conference","Scenario 2",10,5.80362115159543
69,3,2,"Conference","Scenario 2",10,6.36194762873339
70,3,2,"Conference","Scenario 2",10,6.1677229408762
71,4,2,"Doyenne","Scenario 2",10,5.11041989982259
72,4,2,"Doyenne","Scenario 2",10,5.44870676603089
73,4,2,"Doyenne","Scenario 2",10,5.21474404397243
74,4,2,"Doyenne","Scenario 2",10,5.20126068338143
75,4,2,"Doyenne","Scenario 2",10,4.64319321352852
76,4,2,"Doyenne","Scenario 2",10,5.15643965424169
77,4,2,"Doyenne","Scenario 2",10,5.45837303365735
78,4,2,"Doyenne","Scenario 2",10,5.15911417328627
79,4,2,"Doyenne","Scenario 2",10,NA
80,4,2,"Doyenne","Scenario 2",10,4.98072309726035
81,4,2,"Doyenne","Scenario 2",10,NA
82,4,2,"Doyenne","Scenario 2",10,4.94379253394048
83,4,2,"Doyenne","Scenario 2",10,4.56156808539357
84,4,2,"Doyenne","Scenario 2",10,5.56598921619548
85,4,2,"Doyenne","Scenario 2",10,5.04451058443218
86,4,2,"Doyenne","Scenario 2",10,5.23295753356959
87,4,2,"Doyenne","Scenario 2",10,4.85287328149219
88,4,2,"Doyenne","Scenario 2",10,5.53299185892622
89,4,2,"Doyenne","Scenario 2",10,4.8321546107477
90,4,2,"Doyenne","Scenario 2",10,5.23676618490052
91,4,2,"Doyenne","Scenario 2",10,5.27100314967038
92,4,2,"Doyenne","Scenario 2",10,5.39721643007651
93,5,3,"Conference","Scenario 3",10,5.56649612202875
94,5,3,"Conference","Scenario 3",10,5.05659774240747
95,5,3,"Conference","Scenario 3",10,5.58351547404467
96,5,3,"Conference","Scenario 3",10,5.29141990759744
97,5,3,"Conference","Scenario 3",10,5.33283652719779
98,5,3,"Conference","Scenario 3",10,5.31253744914912
99,5,3,"Conference","Scenario 3",10,6.14365825186366
100,5,3,"Conference","Scenario 3",10,5.41232089440936
101,5,3,"Conference","Scenario 3",10,5.79902532822764
102,5,3,"Conference","Scenario 3",10,6.23079120375394
103,5,3,"Conference","Scenario 3",10,5.7966967148187
104,5,3,"Conference","Scenario 3",10,5.34560326247261
105,5,3,"Conference","Scenario 3",10,5.44101277670207
106,5,3,"Conference","Scenario 3",10,6.12956783352363
107,5,3,"Conference","Scenario 3",10,5.38991049917275
108,5,3,"Conference","Scenario 3",10,5.43513761635318
109,5,3,"Conference","Scenario 3",10,5.87673581656345
110,5,3,"Conference","Scenario 3",10,5.25386558382523
111,5,3,"Conference","Scenario 3",10,5.48528221883349
112,5,3,"Conference","Scenario 3",10,5.207262844988
113,5,3,"Conference","Scenario 3",10,5.17378354250572
114,5,3,"Conference","Scenario 3",10,5.60709124422578
115,5,3,"Conference","Scenario 3",10,NA
116,5,3,"Conference","Scenario 3",10,5.79718045476345
117,5,3,"Conference","Scenario 3",10,5.27401626664885
118,5,3,"Conference","Scenario 3",10,5.48399020459549
119,5,3,"Conference","Scenario 3",10,5.17409924456125
120,5,3,"Conference","Scenario 3",10,5.45560147392982
121,6,3,"Doyenne","Scenario 3",10,4.86657925225682
122,6,3,"Doyenne","Scenario 3",10,4.63455285442981
123,6,3,"Doyenne","Scenario 3",10,4.74179192326673
124,6,3,"Doyenne","Scenario 3",10,4.68041981706005
125,6,3,"Doyenne","Scenario 3",10,4.57341307165143
126,6,3,"Doyenne","Scenario 3",10,4.60530391645403
127,6,3,"Doyenne","Scenario 3",10,4.91619832920243
128,6,3,"Doyenne","Scenario 3",10,4.6836784515353
129,6,3,"Doyenne","Scenario 3",10,5.0705697258987
130,6,3,"Doyenne","Scenario 3",10,4.51603490556648
131,6,3,"Doyenne","Scenario 3",10,5.11479602124353
132,6,3,"Doyenne","Scenario 3",10,4.47188425086119
133,6,3,"Doyenne","Scenario 3",10,5.21951560041259
134,6,3,"Doyenne","Scenario 3",10,4.79092722142881
135,6,3,"Doyenne","Scenario 3",10,4.54891261024758
136,6,3,"Doyenne","Scenario 3",10,4.71065925480561
137,6,3,"Doyenne","Scenario 3",10,4.84762323733313
138,6,3,"Doyenne","Scenario 3",10,4.38473123596369
139,6,3,"Doyenne","Scenario 3",10,4.422175948864
140,6,3,"Doyenne","Scenario 3",10,4.58649595798514
141,6,3,"Doyenne","Scenario 3",10,4.11467299421651
142,6,3,"Doyenne","Scenario 3",10,5.17105730345681
143,7,4,"Conference","Scenario 4",10,5.54111825430529
144,7,4,"Conference","Scenario 4",10,NA
145,7,4,"Conference","Scenario 4",10,5.32020833464776
146,7,4,"Conference","Scenario 4",10,5.46120369000711
147,7,4,"Conference","Scenario 4",10,5.67946137312662
148,7,4,"Conference","Scenario 4",10,4.98154067868652
149,7,4,"Conference","Scenario 4",10,5.79261946823812
150,7,4,"Conference","Scenario 4",10,5.71385832692465
151,7,4,"Conference","Scenario 4",10,5.57173980150939
152,7,4,"Conference","Scenario 4",10,4.94242560702414
153,7,4,"Conference","Scenario 4",10,5.3394584148109
154,7,4,"Conference","Scenario 4",10,5.40352458791391
155,7,4,"Conference","Scenario 4",10,NA
156,7,4,"Conference","Scenario 4",10,5.21407288908804
157,7,4,"Conference","Scenario 4",10,5.3384320292333
158,7,4,"Conference","Scenario 4",10,5.69951029494969
159,7,4,"Conference","Scenario 4",10,5.02903909716371
160,7,4,"Conference","Scenario 4",10,4.93543793744586
161,7,4,"Conference","Scenario 4",10,NA
162,7,4,"Conference","Scenario 4",10,5.66564688838108
163,7,4,"Conference","Scenario 4",10,5.35346257572018
164,7,4,"Conference","Scenario 4",10,4.9593872988032
165,7,4,"Conference","Scenario 4",10,5.55731060739616
166,7,4,"Conference","Scenario 4",10,4.7189116034911
167,7,4,"Conference","Scenario 4",10,5.09016194209715
168,7,4,"Conference","Scenario 4",10,5.5388179800703
169,7,4,"Conference","Scenario 4",10,5.42945390124887
170,7,4,"Conference","Scenario 4",10,5.51969850649917
171,8,4,"Doyenne","Scenario 4",10,4.96277543559099
172,8,4,"Doyenne","Scenario 4",10,4.14524286543564
173,8,4,"Doyenne","Scenario 4",10,4.97633662135527
174,8,4,"Doyenne","Scenario 4",10,4.74121474510716
175,8,4,"Doyenne","Scenario 4",10,4.66646882084081
176,8,4,"Doyenne","Scenario 4",10,4.50309433817656
177,8,4,"Doyenne","Scenario 4",10,4.45616323571849
178,8,4,"Doyenne","Scenario 4",10,4.42790315401698
179,8,4,"Doyenne","Scenario 4",10,4.53599551091336
180,8,4,"Doyenne","Scenario 4",10,4.50751415742311
181,8,4,"Doyenne","Scenario 4",10,4.71341781768963
182,8,4,"Doyenne","Scenario 4",10,4.90791572672629
183,8,4,"Doyenne","Scenario 4",10,4.85215263005514
184,8,4,"Doyenne","Scenario 4",10,4.77321195884244
185,8,4,"Doyenne","Scenario 4",10,4.74270803763172
186,8,4,"Doyenne","Scenario 4",10,4.21639115935296
187,8,4,"Doyenne","Scenario 4",10,4.89996649196003
188,8,4,"Doyenne","Scenario 4",10,4.40649846145843
189,8,4,"Doyenne","Scenario 4",10,5.13973160322002
190,8,4,"Doyenne","Scenario 4",10,4.520399370703
191,8,4,"Doyenne","Scenario 4",10,4.31088698362486
192,8,4,"Doyenne","Scenario 4",10,4.64235486586169
1,1,1,"Conference","Scenario 1",11,5.97914204813876
2,1,1,"Conference","Scenario 1",11,6.18273386395503
3,1,1,"Conference","Scenario 1",11,5.49097888629538
4,1,1,"Conference","Scenario 1",11,5.83165341939268
5,1,1,"Conference","Scenario 1",11,5.67643083125996
6,1,1,"Conference","Scenario 1",11,6.11203205243452
7,1,1,"Conference","Scenario 1",11,5.49170455933458
8,1,1,"Conference","Scenario 1",11,NA
9,1,1,"Conference","Scenario 1",11,5.78462081622098
10,1,1,"Conference","Scenario 1",11,5.81502015228645
11,1,1,"Conference","Scenario 1",11,5.5938824898019
12,1,1,"Conference","Scenario 1",11,6.34146047791235
13,1,1,"Conference","Scenario 1",11,6.17313317777629
14,1,1,"Conference","Scenario 1",11,5.84480631864729
15,1,1,"Conference","Scenario 1",11,6.03707391989145
16,1,1,"Conference","Scenario 1",11,5.81316195566718
17,1,1,"Conference","Scenario 1",11,5.96229361636871
18,1,1,"Conference","Scenario 1",11,5.95048377107569
19,1,1,"Conference","Scenario 1",11,5.70036621594652
20,1,1,"Conference","Scenario 1",11,5.36404744169872
21,1,1,"Conference","Scenario 1",11,5.8285382548855
22,1,1,"Conference","Scenario 1",11,5.77390483348307
23,1,1,"Conference","Scenario 1",11,5.50140888294507
24,1,1,"Conference","Scenario 1",11,5.88853408908722
25,2,1,"Doyenne","Scenario 1",11,4.67189194315592
26,2,1,"Doyenne","Scenario 1",11,4.96408592091611
27,2,1,"Doyenne","Scenario 1",11,5.12616331117958
28,2,1,"Doyenne","Scenario 1",11,4.78645489245469
29,2,1,"Doyenne","Scenario 1",11,4.89977391885053
30,2,1,"Doyenne","Scenario 1",11,4.81712594914602
31,2,1,"Doyenne","Scenario 1",11,4.5571048907504
32,2,1,"Doyenne","Scenario 1",11,4.5167990240879
33,2,1,"Doyenne","Scenario 1",11,5.209426245471
34,2,1,"Doyenne","Scenario 1",11,4.66672242952615
35,2,1,"Doyenne","Scenario 1",11,4.8311503265483
36,2,1,"Doyenne","Scenario 1",11,4.85917715595967
37,2,1,"Doyenne","Scenario 1",11,4.56214926787609
38,2,1,"Doyenne","Scenario 1",11,4.48034182933411
39,2,1,"Doyenne","Scenario 1",11,4.52782218625175
40,2,1,"Doyenne","Scenario 1",11,4.92756479649193
41,2,1,"Doyenne","Scenario 1",11,4.81201797714572
42,2,1,"Doyenne","Scenario 1",11,5.30413968675506
43,2,1,"Doyenne","Scenario 1",11,5.08415355712209
44,2,1,"Doyenne","Scenario 1",11,4.66748972869976
45,2,1,"Doyenne","Scenario 1",11,4.99941601047277
46,2,1,"Doyenne","Scenario 1",11,4.98584292890223
47,2,1,"Doyenne","Scenario 1",11,4.77184744760175
48,2,1,"Doyenne","Scenario 1",11,4.83999044296177
49,2,1,"Doyenne","Scenario 1",11,5.01861208504567
50,3,2,"Conference","Scenario 2",11,5.36785066982938
51,3,2,"Conference","Scenario 2",11,6.50704406516738
52,3,2,"Conference","Scenario 2",11,6.20594602860478
53,3,2,"Conference","Scenario 2",11,6.78317536904236
54,3,2,"Conference","Scenario 2",11,6.31061977512878
55,3,2,"Conference","Scenario 2",11,6.84502703871207
56,3,2,"Conference","Scenario 2",11,6.13606475140191
57,3,2,"Conference","Scenario 2",11,6.18399490887266
58,3,2,"Conference","Scenario 2",11,6.7377419157092
59,3,2,"Conference","Scenario 2",11,6.11126182801397
60,3,2,"Conference","Scenario 2",11,6.36367691487511
61,3,2,"Conference","Scenario 2",11,7.22789261340731
62,3,2,"Conference","Scenario 2",11,6.01432256621203
63,3,2,"Conference","Scenario 2",11,5.90186866344799
64,3,2,"Conference","Scenario 2",11,6.53873006951523
65,3,2,"Conference","Scenario 2",11,6.31341414697227
66,3,2,"Conference","Scenario 2",11,6.23713803030271
67,3,2,"Conference","Scenario 2",11,6.16260065237759
68,3,2,"Conference","Scenario 2",11,6.15706337322483
69,3,2,"Conference","Scenario 2",11,6.39104096566406
70,3,2,"Conference","Scenario 2",11,6.18693884635254
71,4,2,"Doyenne","Scenario 2",11,5.16668025681294
72,4,2,"Doyenne","Scenario 2",11,5.95496222289965
73,4,2,"Doyenne","Scenario 2",11,5.7308527848216
74,4,2,"Doyenne","Scenario 2",11,5.35571736719747
75,4,2,"Doyenne","Scenario 2",11,4.83149311284655
76,4,2,"Doyenne","Scenario 2",11,5.31237877282435
77,4,2,"Doyenne","Scenario 2",11,6.02362903458606
78,4,2,"Doyenne","Scenario 2",11,5.20605199945511
79,4,2,"Doyenne","Scenario 2",11,NA
80,4,2,"Doyenne","Scenario 2",11,5.09446677869553
81,4,2,"Doyenne","Scenario 2",11,NA
82,4,2,"Doyenne","Scenario 2",11,5.03979544087438
83,4,2,"Doyenne","Scenario 2",11,5.09278017826838
84,4,2,"Doyenne","Scenario 2",11,5.90887252497362
85,4,2,"Doyenne","Scenario 2",11,5.1204591639991
86,4,2,"Doyenne","Scenario 2",11,5.39886213623058
87,4,2,"Doyenne","Scenario 2",11,5.19670624031963
88,4,2,"Doyenne","Scenario 2",11,5.72168312428395
89,4,2,"Doyenne","Scenario 2",11,4.99970277448101
90,4,2,"Doyenne","Scenario 2",11,5.24192571173044
91,4,2,"Doyenne","Scenario 2",11,5.5889014158163
92,4,2,"Doyenne","Scenario 2",11,5.59711090067365
93,5,3,"Conference","Scenario 3",11,5.8846564883971
94,5,3,"Conference","Scenario 3",11,5.60793807503201
95,5,3,"Conference","Scenario 3",11,5.8422189251443
96,5,3,"Conference","Scenario 3",11,6.3603916976864
97,5,3,"Conference","Scenario 3",11,5.35765219580316
98,5,3,"Conference","Scenario 3",11,5.62343509293421
99,5,3,"Conference","Scenario 3",11,6.1623239172944
100,5,3,"Conference","Scenario 3",11,5.8339329305312
101,5,3,"Conference","Scenario 3",11,6.19493931153144
102,5,3,"Conference","Scenario 3",11,6.36467594936293
103,5,3,"Conference","Scenario 3",11,6.01071514638429
104,5,3,"Conference","Scenario 3",11,5.56469965424913
105,5,3,"Conference","Scenario 3",11,5.70226567491868
106,5,3,"Conference","Scenario 3",11,6.21875951833605
107,5,3,"Conference","Scenario 3",11,5.39741180288516
108,5,3,"Conference","Scenario 3",11,5.84045431832016
109,5,3,"Conference","Scenario 3",11,6.12554188027719
110,5,3,"Conference","Scenario 3",11,5.34691235015724
111,5,3,"Conference","Scenario 3",11,5.92451336220815
112,5,3,"Conference","Scenario 3",11,6.42916540520821
113,5,3,"Conference","Scenario 3",11,5.82272619952751
114,5,3,"Conference","Scenario 3",11,5.79776326292205
115,5,3,"Conference","Scenario 3",11,NA
116,5,3,"Conference","Scenario 3",11,6.15054591582395
117,5,3,"Conference","Scenario 3",11,5.82756124935106
118,5,3,"Conference","Scenario 3",11,5.66548237249323
119,5,3,"Conference","Scenario 3",11,6.11031760210909
120,5,3,"Conference","Scenario 3",11,6.35787091989482
121,6,3,"Doyenne","Scenario 3",11,4.94469709730179
122,6,3,"Doyenne","Scenario 3",11,4.63690521323542
123,6,3,"Doyenne","Scenario 3",11,5.34772549082911
124,6,3,"Doyenne","Scenario 3",11,4.70415632327673
125,6,3,"Doyenne","Scenario 3",11,4.93986653345862
126,6,3,"Doyenne","Scenario 3",11,4.67827127752725
127,6,3,"Doyenne","Scenario 3",11,5.07215695219478
128,6,3,"Doyenne","Scenario 3",11,4.87125822368132
129,6,3,"Doyenne","Scenario 3",11,5.14791959230214
130,6,3,"Doyenne","Scenario 3",11,4.8241344511529
131,6,3,"Doyenne","Scenario 3",11,5.33056115962209
132,6,3,"Doyenne","Scenario 3",11,4.5622484833163
133,6,3,"Doyenne","Scenario 3",11,5.39272505021168
134,6,3,"Doyenne","Scenario 3",11,4.90620542175943
135,6,3,"Doyenne","Scenario 3",11,4.69872850935894
136,6,3,"Doyenne","Scenario 3",11,4.74366646912921
137,6,3,"Doyenne","Scenario 3",11,4.96340843716677
138,6,3,"Doyenne","Scenario 3",11,4.57925807193038
139,6,3,"Doyenne","Scenario 3",11,4.78103225858665
140,6,3,"Doyenne","Scenario 3",11,5.00423827548975
141,6,3,"Doyenne","Scenario 3",11,4.34828229203911
142,6,3,"Doyenne","Scenario 3",11,5.5902147883308
143,7,4,"Conference","Scenario 4",11,5.62097976074537
144,7,4,"Conference","Scenario 4",11,NA
145,7,4,"Conference","Scenario 4",11,5.41255394032517
146,7,4,"Conference","Scenario 4",11,5.59273237870564
147,7,4,"Conference","Scenario 4",11,5.94942896539621
148,7,4,"Conference","Scenario 4",11,NA
149,7,4,"Conference","Scenario 4",11,5.86595459774311
150,7,4,"Conference","Scenario 4",11,5.76367802589933
151,7,4,"Conference","Scenario 4",11,5.91721510167582
152,7,4,"Conference","Scenario 4",11,5.13001927347709
153,7,4,"Conference","Scenario 4",11,5.47129496820236
154,7,4,"Conference","Scenario 4",11,5.52681384932064
155,7,4,"Conference","Scenario 4",11,NA
156,7,4,"Conference","Scenario 4",11,6.2704813077838
157,7,4,"Conference","Scenario 4",11,5.46081949199799
158,7,4,"Conference","Scenario 4",11,5.94924401303911
159,7,4,"Conference","Scenario 4",11,5.14410615745005
160,7,4,"Conference","Scenario 4",11,5.1052549663057
161,7,4,"Conference","Scenario 4",11,NA
162,7,4,"Conference","Scenario 4",11,5.69586418277675
163,7,4,"Conference","Scenario 4",11,5.50364002165431
164,7,4,"Conference","Scenario 4",11,5.60769741351926
165,7,4,"Conference","Scenario 4",11,5.72281965351606
166,7,4,"Conference","Scenario 4",11,5.55976793769297
167,7,4,"Conference","Scenario 4",11,5.80076185218377
168,7,4,"Conference","Scenario 4",11,5.568710538602
169,7,4,"Conference","Scenario 4",11,5.61078021650983
170,7,4,"Conference","Scenario 4",11,5.52248933279743
171,8,4,"Doyenne","Scenario 4",11,5.23455108548524
172,8,4,"Doyenne","Scenario 4",11,4.56601811249223
173,8,4,"Doyenne","Scenario 4",11,4.9850103461042
174,8,4,"Doyenne","Scenario 4",11,4.84978036117093
175,8,4,"Doyenne","Scenario 4",11,4.85457879731471
176,8,4,"Doyenne","Scenario 4",11,4.58791579563767
177,8,4,"Doyenne","Scenario 4",11,4.6863832590069
178,8,4,"Doyenne","Scenario 4",11,4.71844689444244
179,8,4,"Doyenne","Scenario 4",11,4.60003691155075
180,8,4,"Doyenne","Scenario 4",11,4.84478454971182
181,8,4,"Doyenne","Scenario 4",11,4.78979787544221
182,8,4,"Doyenne","Scenario 4",11,5.09068492276206
183,8,4,"Doyenne","Scenario 4",11,5.18454944987961
184,8,4,"Doyenne","Scenario 4",11,4.97241199906854
185,8,4,"Doyenne","Scenario 4",11,4.8368496539211
186,8,4,"Doyenne","Scenario 4",11,5.33474486180917
187,8,4,"Doyenne","Scenario 4",11,5.08782279402026
188,8,4,"Doyenne","Scenario 4",11,4.61065823280784
189,8,4,"Doyenne","Scenario 4",11,5.20651703110038
190,8,4,"Doyenne","Scenario 4",11,4.67904737454283
191,8,4,"Doyenne","Scenario 4",11,4.47593727108442
192,8,4,"Doyenne","Scenario 4",11,4.9343132492645
1,1,1,"Conference","Scenario 1",12,6.06925113975791
2,1,1,"Conference","Scenario 1",12,6.37562024995977
3,1,1,"Conference","Scenario 1",12,5.90226768260078
4,1,1,"Conference","Scenario 1",12,6.685997222504
5,1,1,"Conference","Scenario 1",12,5.78352237947354
6,1,1,"Conference","Scenario 1",12,6.56988087879059
7,1,1,"Conference","Scenario 1",12,6.14204135205621
8,1,1,"Conference","Scenario 1",12,NA
9,1,1,"Conference","Scenario 1",12,6.13733012759909
10,1,1,"Conference","Scenario 1",12,5.82015403076256
11,1,1,"Conference","Scenario 1",12,5.79456865309776
12,1,1,"Conference","Scenario 1",12,6.71217405649
13,1,1,"Conference","Scenario 1",12,6.40095442466229
14,1,1,"Conference","Scenario 1",12,6.07168855655241
15,1,1,"Conference","Scenario 1",12,6.24393265228459
16,1,1,"Conference","Scenario 1",12,6.11060540422937
17,1,1,"Conference","Scenario 1",12,6.14957417348061
18,1,1,"Conference","Scenario 1",12,6.40022782501849
19,1,1,"Conference","Scenario 1",12,6.16348346963436
20,1,1,"Conference","Scenario 1",12,6.0823255411211
21,1,1,"Conference","Scenario 1",12,6.07524070070136
22,1,1,"Conference","Scenario 1",12,5.86188807046138
23,1,1,"Conference","Scenario 1",12,5.524458232574
24,1,1,"Conference","Scenario 1",12,5.89649263340628
25,2,1,"Doyenne","Scenario 1",12,4.78996659023159
26,2,1,"Doyenne","Scenario 1",12,5.23970399237469
27,2,1,"Doyenne","Scenario 1",12,5.36847264320615
28,2,1,"Doyenne","Scenario 1",12,5.12040606714238
29,2,1,"Doyenne","Scenario 1",12,5.09920938154398
30,2,1,"Doyenne","Scenario 1",12,4.84000019112212
31,2,1,"Doyenne","Scenario 1",12,4.91642970477018
32,2,1,"Doyenne","Scenario 1",12,4.89960124768329
33,2,1,"Doyenne","Scenario 1",12,5.27430668205051
34,2,1,"Doyenne","Scenario 1",12,5.07693683440042
35,2,1,"Doyenne","Scenario 1",12,4.95822249446407
36,2,1,"Doyenne","Scenario 1",12,4.99413407544535
37,2,1,"Doyenne","Scenario 1",12,4.62089149058289
38,2,1,"Doyenne","Scenario 1",12,4.93436316709442
39,2,1,"Doyenne","Scenario 1",12,4.69692112151471
40,2,1,"Doyenne","Scenario 1",12,4.98386642833365
41,2,1,"Doyenne","Scenario 1",12,5.0460669028091
42,2,1,"Doyenne","Scenario 1",12,5.34677467604289
43,2,1,"Doyenne","Scenario 1",12,5.22285216472061
44,2,1,"Doyenne","Scenario 1",12,4.71775465847566
45,2,1,"Doyenne","Scenario 1",12,5.04839091989947
46,2,1,"Doyenne","Scenario 1",12,5.04177630417095
47,2,1,"Doyenne","Scenario 1",12,5.26322996509991
48,2,1,"Doyenne","Scenario 1",12,4.86323724679169
49,2,1,"Doyenne","Scenario 1",12,5.12772055951628
50,3,2,"Conference","Scenario 2",12,6.13211564378109
51,3,2,"Conference","Scenario 2",12,6.62814500631825
52,3,2,"Conference","Scenario 2",12,6.84347787603173
53,3,2,"Conference","Scenario 2",12,7.0967405331799
54,3,2,"Conference","Scenario 2",12,6.99257332122634
55,3,2,"Conference","Scenario 2",12,7.33575576429336
56,3,2,"Conference","Scenario 2",12,7.14933734010959
57,3,2,"Conference","Scenario 2",12,6.44739404167074
58,3,2,"Conference","Scenario 2",12,6.8389630095219
59,3,2,"Conference","Scenario 2",12,6.49626308878655
60,3,2,"Conference","Scenario 2",12,6.51277281734373
61,3,2,"Conference","Scenario 2",12,7.70994402555888
62,3,2,"Conference","Scenario 2",12,6.2449969668296
63,3,2,"Conference","Scenario 2",12,6.1236015707259
64,3,2,"Conference","Scenario 2",12,6.91475022165179
65,3,2,"Conference","Scenario 2",12,6.60819123097286
66,3,2,"Conference","Scenario 2",12,6.53574340883877
67,3,2,"Conference","Scenario 2",12,6.64440132166446
68,3,2,"Conference","Scenario 2",12,6.34494638283134
69,3,2,"Conference","Scenario 2",12,6.42013430259473
